"RESPNUM","CCGID","TERM","STRATA","ATYPE","AIRLINE","DEST","GATENUM","INTDATE","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3A","Q4A","Q4B","Q4C","Q5","Q5AVG","SAQ","Q6A","Q6B","Q6C","Q6D","Q6E","Q6F","Q6G","Q6H","Q6I","Q6J","Q6K","Q6L","Q6M","Q6N","Q7COM1","Q7COM2","Q7COM3","Q7A1","Q7A2","Q7A3","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q8COM1","Q8COM2","Q8COM3","Q9","Q9APOS1","Q9APOS2","Q9APOS3","Q9ANEG1","Q9ANEG2","Q9ANEG3","Q9ANTR1","Q9ANTR2","Q9ANTR3","Q10","Q11","Q11A1","Q11A2","Q11A3","Q12","Q13A","Q13B","Q13_COM","Q13COM1","Q13COM2","Q13COM3","Q14","Q14A","Q14A1","Q14A2","Q14A3","Q15","SFFLAG","COUNTRY","Q17","AGE","Q18","Q19","INC","MAIL","LANG","DESTMARK","DESTINATION","DESTGEO","WEIGHT","Location 1"
"1,736","920","2","2","2","35","3","96","9","2","2","8",,,,,"7","11",,,,,"9","1","1","1","1","1","2","6","5","4","4","5","5","6","6","6","6","6","6","6","5","51",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"1","4",,,,"6","5","5",,,,,"2",,,,,"2","4","62","7","75","2","3","125,000","1","1","4","BEIJING","8","0.636476",
"1,737","921","2","2","2","35","3","96","9","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","2","6","3","6","4","4","4","6","4","6","6","6","6","6","4","51",,,,,,"4","6","6","6","4","5",,,,"5","1",,,,,,,,,"2",,,,,"12","4","3",,,,,"2",,,,,"2","4","62","7","75","1","3","125,000","1","1","4","BEIJING","8","0.636476",
"1,738","922","2","2","2","35","3","96","9","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","2","5","3","5","4","5","4","4","4","5","6","6","6","6","4","8",,,,,,"5","6","6","6","5","5",,,,"5","5",,,,,,,,,"2",,,,,"12","5","5",,,,,"2",,,,,"2","4","62","6","59.5","0","2","75,000","1","1","4","BEIJING","8","0.636476",
"1,739","923","2","2","2","35","3","96","9","2","3","8",,,,,"2","11",,,,,"9","1","0","0","1","1","2","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,"6","6","6","6","6","6",,,,"5","5",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","12","62","6","59.5","2","4","175,000","1","3","4","BEIJING","8","0.636476",
"1,740","924","2","2","2","35","3","96","9","2","3","8",,,,,"2","11",,,,,"9","1","1","0","0","0","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","40",,,,,,"5","6","6","6","5","6",,,,"5","5",,,,,,,,,"0",,,,,"5","5","5",,,,,"2",,,,,"1","5","0","5","49.5","2","0",,"1","3","4","BEIJING","8","0.636476",
"1,741","925","2","2","2","35","3","96","9","2","3","8",,,,,"2","11",,,,,"9","1","1","2","3","4.5","2","4","4","2","5","4","4","6","6","5","3","4","6","6","4","74","73","27",,,,"4","3","4","6","3","4",,,,"5","2",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","24","3","29.5","2","1","25,000","1","1","4","BEIJING","8","0.636476",
"1,742","926","2","2","2","35","3","96","9","2","2","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","2","5","4","4","5","5","5","6","6","2","5","6","4","6","4","50",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","3",,,,,"2",,,,,"1","13","62","3","29.5","1","4","175,000","1","1","4","BEIJING","8","0.636476",
"1,743","927","2","2","2","35","3","96","9","2","1","8",,,,,"8","11",,,,,"9","1","2","1","2","2","2","4","4","4","4","5","3","4","4","4","6","5","6","6","4",,,,,,,"5","6","6","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"2","4","12","3","29.5","1","1","25,000","1","3","4","BEIJING","8","0.636476",
"1,744","928","2","2","2","35","3","96","9","1","3","8",,,,,"3","11",,,,,"9","1","1","1","2","2","2","4","3","4","4","4","4","4","4","4","6","6","6","6","4",,,,,,,"3","6","6","6","2","2",,,,"3",,,,,,,,,,"3",,,,,"11","3","4",,,,,"2",,,,,"3","4","62","4","39.5","2","0",,"1","3","4","BEIJING","8","0.636476",
"1,745","929","2","2","2","35","3","96","9","2","3","8",,,,,"2","11",,,,,"9","1","1","0","1","1","2","6","6","0","5","5","5","4","4","4","4","0","6","6","5",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"1","5","0",,,,,"2",,,,,"1","10","62","6","59.5","1","2","75,000","1","3","4","BEIJING","8","0.636476",
"1,746","930","2","2","2","35","3","96","9","2","2","8",,,,,"2","11",,,,,"9","1","1","1","3","4.5","2","3","4","5","4","4","4","3","3","4","4","6","6","6","4",,,,,,,"4","4","6","6","4","5",,,,"4",,,,,,,,,,"1","3",,,,"1","3","4",,,,,"2",,,,,"2","4","12","6","59.5","1","2","75,000","1","3","4","BEIJING","8","0.636476",
"1,747","931","2","2","2","35","3","96","9","2","2","8",,,,,"2","11",,,,,"9","1","2","2","2","2","2","4","4","6","4","4","5","6","6","5","6","6","6","6","4",,,,,,,"5","6","6","6","5","4",,,,"5",,,,,,,,,,"1","4",,,,"7","5","5",,,,,"2",,,,,"1","13","62","3","29.5","2","4","175,000","1","1","4","BEIJING","8","0.636476",
"1,748","1,420","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","1","6","6","6","4","5","5","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"11","1","5",,,,,"2",,,,,"3","4","2","7","75","2","0",,"1","1","2","AUCKLAND","9","0.636476",
"1,749","1,421","2","3","2","3","3","93","8","2","1","8",,,,,"8","11",,,,,"9","1","2","2","1","1","1","5","6","6","4","4","6","6","6","6","6","6","6","6","4",,,,,,,"3","6","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"5","3","4",,,,,"2",,,,,"2","4","36","6","59.5","2","0",,"1","1","2","AUCKLAND","9","0.636476",
"1,750","1,422","2","3","2","3","3","93","8","2","2","8",,,,,"6","11",,,,,"9","1","2","1","1","1","1","3","4","3","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","2","3","29.5","1","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,751","1,423","2","3","2","3","3","93","8","2","1","8",,,,,"2","11",,,,,"9","1","2","2","2","2","1","5","6","4","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5","5",,,,,,,,,"1","5","4",,,"5","5","5",,,,,"2",,,,,"2","4","36","2","21","2","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,752","1,424","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","1","5","6","6","4","5","5","6","3","6","6","6","6","6","5","54",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"11","3","6",,"14",,,"2",,,,,"3","4","62","7","75","2","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,753","1,425","2","3","2","3","3","93","8","2","2","8",,,,,"6","11",,,,,"9","1","2","2","1","1","2","3","4","4","3","4","4","4","4","4","4","4","6","6","4",,,,,,,"5","6","6","6","4","4",,,,"4","5",,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"2","4","2","3","29.5","1","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,754","1,426","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","1","1","1","1","1","2","4","3","3","4","4","4","4","4","4","6","4","6","4","4","40",,,,,,"4","6","4","3","4","4",,,,"4","5",,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","2","7","75","1","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,755","1,427","2","3","2","3","3","93","8","2","3","8",,,,,"1","11",,,,,"2","1","1","2","1","1","2","6","6","3","4","4","4","6","6","4","4","6","6","6","4","90",,,,,,"5","5","6","6","6","3",,,,"5","5",,,,,,,,,"2",,,,,"14","4","4",,,,,"2",,,,,"2","4","36","7","75","2","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,756","1,428","2","3","2","3","3","93","8","1","8",,,,,,"3","11",,,,,"9","2","2","2","1","1","2","3","3","3","4","3","4","3","3","6","6","6","6","6","4",,,,,,,"4","4","6","6","6","4",,,,"4","5",,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","36","2","21","1","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,757","1,429","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","2","2","2","2","2","2","6","6","6","4","4","3","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"11","4","3",,,,,"2",,,,,"3","4","62","6","59.5","0","3","125,000","1","1","2","AUCKLAND","9","0.636476",
"1,758","1,430","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","1","1","1","1","1","2","5","3","3","3","3","3","6","6","6","6","6","6","6","4","51",,,,,,"4","6","6","6","4","4",,,,"5","5",,,,,,,,,"2",,,,,"11","3","3",,,,,"2",,,,,"3","4","10","6","59.5","2","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,759","1,431","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","1","1","0","1","1","2","6","3","2","5","5","5","5","5","6","6","6","6","6","4",,,,,,,"4","6","5","6","5","5",,,,"4","2",,,,,,,,,"2",,,,,"11","5","5",,,,,"1",,"1",,,"3","4","36","6","59.5","1","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,760","1,432","2","3","2","3","3","93","8","1","3","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","6","6","6","3","3","3","6","6","6","6","6","6","6","3",,,,,,,"3","6","6","6","0","3",,,,"3",,,,,,,,,,"2",,,,,"11","6","6",,,,,"2",,,,,"3","4","36","7","75","1","4","175,000","1","1","2","AUCKLAND","9","0.636476",
"1,761","1,433","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","0","1","1","1","1","2","2","3","3","4","6","4","6","4","6","6","6","6","6","4","71",,,,,,"4","6","6","6","4","4",,,,"2",,,,"17",,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","2","3","29.5","2","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,762","1,434","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","1","1","1","3","4.5","2","6","4","3","4","4","4","4","4","6","6","5","6","6","4",,,,,,,"4","6","4","6","4","4",,,,"0",,,,,,,,,,"2",,,,,"11","4","2",,,,,"2",,,,,"3","4","36","5","49.5","2","4","175,000","1","1","2","AUCKLAND","9","0.636476",
"1,763","1,435","2","3","2","3","3","93","8","2","2","8",,,,,"6","11",,,,,"9","1","1","1","1","1","2","4","3","3","4","4","4","4","4","4","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","36","6","59.5","2","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,764","1,436","2","3","2","3","3","93","8","1","3","8",,,,,"3","11",,,,,"9","1","0","1","2","2","2","4","4","4","4","4","4","6","6","6","6","6","6","6","0",,,,,,,"4","6","6","6","4","4",,,,"4","5",,,,,,,,,"2",,,,,"11","5","0",,,,,"2",,,,,"3","4","36","5","49.5","1","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,765","1,437","2","3","2","3","3","93","8","1","1","2","8",,,,"3","11",,,,,"9","1","1","1","2","2","2","3","3","3","4","4","3","3","3","4","4","4","6","6","4","51",,,,,,"4","6","6","6","3","3",,,,"4","2",,,,,,,,,"2",,,,,"11","3","3",,,,,"2",,,,,"3","4","36","6","59.5","1","3","125,000","1","1","2","AUCKLAND","9","0.636476",
"1,766","1,438","2","3","2","3","3","93","8","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","3","4","3","0","3","6","6","6","6","6","6","0","3","55",,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","3","62","3","29.5","2","0",,"1","1","2","AUCKLAND","9","0.636476",
"1,767","1,439","2","3","2","3","3","93","8","1","3","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","4","4","4","4","4","3","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"4",,,,,,,,,,"1","4","8",,,"11","5","6",,,,,"2",,,,,"3","4","62","4","39.5","2","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,768","1,440","2","3","2","3","3","93","8","1","3","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","6","4","3","3","4","3","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","6",,,,"5",,,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","4","10","2","21","1","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,769","1,441","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","1","1","2","1","1","2","3","6","3","4","4","3","2","2","4","6","5","6","3","4","51",,,,,,"5","6","5","5","6","4",,,,"4","8",,,,,,,,,"2",,,,,"11","3","4",,,,,"1",,"3",,,"3","4","36","3","29.5","2","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,770","1,442","2","3","2","3","3","93","8","2","3","8",,,,,"2","11",,,,,"9","1","1","2","1","1","2","3","6","4","4","3","3","3","3","4","6","4","6","6","4",,,,,,,"4","6","4","6","6","4",,,,"4","1",,,,,,,,,"2",,,,,"1","4","5",,,,,"2",,,,,"2","4","36","6","59.5","1","0",,"1","1","2","AUCKLAND","9","0.636476",
"1,771","1,443","2","3","2","3","3","93","8","2","2","8",,,,,"6","11",,,,,"9","1","1","2","1","1","2","6","6","3","4","5","5","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","36","4","39.5","2","3","125,000","1","1","2","AUCKLAND","9","0.636476",
"1,772","1,444","2","3","2","3","3","93","8","2","1","8",,,,,"4","11",,,,,"9","1","1","1","2","2","2","6","2","2","4","4","3","6","6","6","6","6","6","6","3","8",,,,,,"4","6","6","6","3","4",,,,"5",,,,,,,,,,"1","3","4",,,"5","5","5",,,,,"2",,,,,"2","4","36","4","39.5","2","3","125,000","1","1","2","AUCKLAND","9","0.636476",
"1,773","1,445","2","3","2","3","3","93","8","1","3","8",,,,,"3","11",,,,,"9","2","1","1","2","2","2","5","4","5","0","4","5","4","4","4","5","4","4","4","4",,,,,,,"5","4","4","4","5","5",,,,"5",,,,,,,,,,"1","5",,,,"11","5","5",,,,,"2",,,,,"3","4","62","4","39.5","1","0",,"1","1","2","AUCKLAND","9","0.636476",
"1,774","1,446","2","3","2","3","3","93","8","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","4","1","2","4","4","3","3","3","4","6","5","6","6","4","6",,,,,,"5","6","5","6","4","5",,,,"4","1",,,,,,,,,"2",,,,,"24","5","3",,"6",,,"2",,,,,"2","4","36","2","21","2","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,775","1,447","2","3","2","3","3","93","8","2","1","8",,,,,"2","11",,,,,"9","1","1","2","1","1","2","3","6","3","3","3","3","3","3","6","6","6","6","6","3",,,,,,,"4","6","6","6","6","3",,,,"5","2",,,,,,,,,"2",,,,,"12","5","4",,,,,"2",,,,,"2","4","36","4","39.5","2","3","125,000","1","1","2","AUCKLAND","9","0.636476",
"1,776","1,448","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","1","1","2","1","1","2","4","4","4","4","4","4","4","4","6","6","6","6","6","2","95",,,,,,"4","4","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"11","3","3",,,,,"1",,"1",,,"3","5","0","0",,"0","0",,"1","1","2","AUCKLAND","9","0.636476",
"1,777","1,449","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","4","5","4","3","5","3","3","3","6","6","4","6","6","5","95",,,,,,"5","6","5","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","2","5",,,,,"2",,,,,"3","4","62","5","49.5","2","4","175,000","1","1","2","AUCKLAND","9","0.636476",
"1,778","1,450","2","3","2","3","3","93","8","2","8",,,,,,"2","11",,,,,"9","1","2","2","0","0","2","4","4","2","3","4","2","3","0","3","0","4","0","0","3","77",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"12","3","0",,,,,"0",,,,,"2","4","36","4","39.5","1","1","25,000","1","1","2","AUCKLAND","9","0.636476",
"1,779","1,451","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","2","1","1","2","2","2","3","3","2","3","3","2","6","1","6","6","6","6","6","2",,,,,,,"3","6","6","6","6","2",,,,"3",,,,,,,,,,"2",,,,,"11","3","1",,"5",,,"2",,,,,"3","4","2","3","29.5","1","2","75,000","1","1","2","AUCKLAND","9","0.636476",
"1,780","1,452","2","3","2","3","3","93","8","2","3","8",,,,,"1","11",,,,,"4","1","2","2","3","4.5","2","5","3","3","4","4","0","5","3","4","4","6","6","6","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","11","62","5","49.5","0","0",,"1","1","2","AUCKLAND","9","0.636476",
"1,781","1,453","2","3","2","3","3","93","8","1","2","8",,,,,"3","11",,,,,"9","2","1","1","2","2","2","6","4","5","5","5","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","3","4",,,,"4","8",,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","62","5","49.5","2","3","125,000","1","1","2","AUCKLAND","9","0.636476",
"1,782","1,500","1","2","1","11","2","35","10","2","3","8",,,,,"2","11",,,,,"9","1","2","1","3","4.5","1","5","6","6","5","5","5","6","6","6","6","6","6","6","5","2","95",,,,,"4","6","6","6","6","6",,,,"4","2","10",,,,,,,,"1","5","11",,,"6","5","4",,,,,"2",,,,,"2","4","62","6","59.5","2","1","25,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,783","1,501","1","2","1","11","2","35","10","2","2","8",,,,,"9","11",,,,,"9","2","1","1","1","1","1","4","5","5","5","5","5","6","6","5","6","5","6","5","5","90","29",,,,,"4","6","5","5","6","4",,,,"5","2",,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","62","7","75","2","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,784","1,502","1","2","1","11","2","35","10","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","1","3","3","3","5","4","4","6","6","4","6","4","6","4","3","50","23","29",,,,"3","6","4","4","3","0",,,,"5",,,,,,,,,,"2",,,,,"4","5","5",,,,,"2",,,,,"2","4","62","5","49.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"1,785","1,503","1","2","1","11","2","35","10","2","2","8",,,,,"9","11",,,,,"9","1","2","1","1","1","2","3","3","3","5","6","6","6","6","4","6","3","6","4","4","11",,,,,,"5","6","5","5","5","5",,,,"5","2",,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","62","5","49.5","2","3","125,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,786","1,504","1","2","1","11","2","35","10","2","1","8",,,,,"4","11",,,,,"9","2","2","1","4","9.5","2","5","3","3","5","5","3","3","4","5","5","4","6","5","4",,,,,,,"3","5","5","5","3","3",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","4","39.5","1","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,787","1,505","1","2","1","11","2","35","10","2","3","8",,,,,"2","11",,,,,"9","1","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","6","6","3","7",,,,,,"3","6","3","6","3","3",,,,"3",,,,,,,"1",,,"2",,,,,"6","3","3",,,,,"2",,,,,"2","4","62","5","49.5","2","3","125,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,788","1,506","1","2","1","11","2","35","10","2","2","8",,,,,"9","11",,,,,"9","1","0","0","1","1","2","2","5","5","5","5","5","5","5","5","5","5","0","4","4",,,,,,,"4","0","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","5","49.5","0","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,789","1,507","1","2","1","11","2","35","10","2","2","8",,,,,"9","11",,,,,"9","1","1","1","1","1","2","4","4","3","4","4","4","3","3","4","4","5","6","4","4","29",,,,,,"4","4","5","4","4","4",,,,"5",,,,,,,,,,"1","5","11",,,"5","5","5",,,,,"2",,,,,"2","4","62","5","49.5","1","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,790","1,508","1","2","1","11","2","35","10","2","2","8",,,,,"4","11",,,,,"9","2","1","1","5","18.5","2","3","3","3","4","3","3","6","6","6","6","6","6","6","4","20",,,,,,"3","6","6","6","6","2",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","4","39.5","2","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,791","1,509","1","2","1","11","2","35","10","2","2","3","8",,,,"4","11",,,,,"9","1","2","1","2","2","2","6","4","6","4","4","4","6","6","4","4","6","6","6","4",,,,,,,"5","6","6","6","4","3",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"1,792","1,510","1","2","1","11","2","35","10","1","1","8",,,,,"3","11",,,,,"9","1","2","1","2","2","2","4","3","3","3","4","3","2","2","4","5","5","6","5","4",,,,,,,"4","4","4","3","4","4",,,,"4",,,,,,,,,,"3",,,,,"11","4","2",,,,,"2",,,,,"3","4","28","4","39.5","1","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,793","1,511","1","2","1","11","2","35","10","2","2","8",,,,,"2","11",,,,,"9","2","1","1","1","1","2","3","4","3","3","3","4","3","3","3","6","6","6","6","3",,,,,,,"3","6","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,794","1,512","1","2","1","11","2","35","10","2","1","8",,,,,"2","11",,,,,"9","2","2","2","5","18.5","2","2","2","2","2","3","3","3","3","3","3","6","4","6","2",,,,,,,"2","2","6","6","2","2",,,,"4",,,,,,,,,,"2",,,,,"2","4","4",,,,,"2",,,,,"1","11","62","5","49.5","1","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,795","1,513","1","2","1","11","2","35","10","2","3","8",,,,,"2","11",,,,,"9","1","0","0","1","1","2","3","2","2","2","2","2","2","2","3","3","3","3","3","3",,,,,,,"3","3","3","3","3","3",,,,"4",,,,,,,,,,"2",,,,,"12","4","4",,,,,"2",,,,,"2","5","0","3","29.5","1","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"1,796","1,514","1","2","1","11","2","35","10","2","2","8",,,,,"5","11",,,,,"9","2","2","1","3","4.5","2","5","3","3","5","5","5","5","5","5","5","5","5","5","4","10","10",,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"1",,,,,"2","4","62","3","29.5","1","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,797","1,515","1","2","1","11","2","35","10","2","3","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","0","4","0","4","4","4","6","6","5","3","4","6","6","4",,,,,,,"3","3","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"1","1","62","7","75","2","1","25,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,798","1,516","1","1","1","11","2","35","10","1","3","8",,,,,"3","11",,,,,"9","2","2","2","1","1","1","6","6","6","5","6","6","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"4","1",,,,,,,,,"2",,,,,"11","5","3",,"1",,,"2",,,,,"3","4","62","6","59.5","2","0",,"1","1","4","HOUSTON","3","1.013018",
"1,799","1,517","1","1","1","11","2","35","10","2","2","8",,,,,"6","11",,,,,"9","2","1","2","2","2","1","6","6","6","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"3","6","6","6","6","5",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","7","75","1","3","125,000","1","1","4","HOUSTON","3","1.013018",
"1,800","1,518","1","1","1","11","2","35","10","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","1","6","4","5","5","5","4","6","6","5","6","6","6","6","5","52",,,,,,"4","6","6","6","5","5",,,,"5","1","2",,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","37","3","29.5","2","0",,"1","2","4","HOUSTON","3","1.013018",
"1,801","1,519","1","1","1","11","2","35","10","2","3","8",,,,,"5","11",,,,,"9","1","1","0","2","2","2","3","3","4","5","4","3","3","3","0","0","5","0","0","4",,,,,,,"4","0","0","0","4","0",,,,"4",,,,,,,,,,"2",,,,,"1","5","3",,,,,"2",,,,,"2","4","62","6","59.5","2","0",,"1","1","4","HOUSTON","3","1.013018",
"1,802","1,520","1","1","1","11","2","35","10","2","1","8",,,,,"1","11",,,,,"4","2","2","1","5","18.5","2","5","5","3","3","3","4","5","4","5","3","5","6","6","5","21","95",,,,,"4","4","5","6","3","4",,,,"5","6",,,,,,,,,"1","0",,,,"7","3","3",,,,,"2",,,,,"1","13","62","5","49.5","2","4","175,000","1","1","4","HOUSTON","3","1.013018",
"1,803","1,521","1","1","1","11","2","35","10","2","6","8",,,,,"9","11",,,,,"9","2","2","1","1","1","2","3","4","3","4","4","4","3","3","4","4","5","6","4","4",,,,,,,"4","6","0","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"6","4","4",,,,,"2",,,,,"0","5","0","0",,"0","0",,"1","1","4","HOUSTON","3","1.013018",
"1,804","1,522","1","1","1","11","2","35","10","2","1","8",,,,,"8","11",,,,,"9","1","2","2","3","4.5","2","3","4","3","4","3","4","3","3","4","0","6","6","6","3",,,,,,,"3","3","6","6","3","3",,,,"3",,,,,,,,,,"2",,,,,"2","3","3",,,,,"1",,"4",,,"1","11","62","7","75","2","4","175,000","1","1","4","HOUSTON","3","1.013018",
"1,805","1,523","1","1","1","11","2","35","10","2","3","8",,,,,"4","11",,,,,"9","1","2","1","3","4.5","2","6","3","3","5","5","5","4","4","4","4","4","6","4","5",,,,,,,"5","6","5","5","3","5",,,,"5",,,,,,,,,,"1","3",,,,"6","5","5",,,,,"2",,,,,"1","12","62","4","39.5","1","3","125,000","1","1","4","HOUSTON","3","1.013018",
"1,806","1,524","1","1","1","11","2","35","10","2","2","3","8",,,,"2","11",,,,,"9","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6",,,,,,,"5","0","0","0","0","0",,,,"3",,,,,,,,,,"1","0",,,,"12","5","0",,,,,"2",,,,,"2","4","62","7","75","2","0",,"1","1","4","HOUSTON","3","1.013018",
