"RESPNUM","CCGID","TERM","STRATA","ATYPE","AIRLINE","DEST","GATENUM","INTDATE","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3A","Q4A","Q4B","Q4C","Q5","Q5AVG","SAQ","Q6A","Q6B","Q6C","Q6D","Q6E","Q6F","Q6G","Q6H","Q6I","Q6J","Q6K","Q6L","Q6M","Q6N","Q7COM1","Q7COM2","Q7COM3","Q7A1","Q7A2","Q7A3","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q8COM1","Q8COM2","Q8COM3","Q9","Q9APOS1","Q9APOS2","Q9APOS3","Q9ANEG1","Q9ANEG2","Q9ANEG3","Q9ANTR1","Q9ANTR2","Q9ANTR3","Q10","Q11","Q11A1","Q11A2","Q11A3","Q12","Q13A","Q13B","Q13_COM","Q13COM1","Q13COM2","Q13COM3","Q14","Q14A","Q14A1","Q14A2","Q14A3","Q15","SFFLAG","COUNTRY","Q17","AGE","Q18","Q19","INC","MAIL","LANG","DESTMARK","DESTINATION","DESTGEO","WEIGHT","Location 1"
"1,807","1,525","1","1","1","11","2","35","10","2","3","8",,,,,"6","11",,,,,"9","1","2","1","1","1","2","6","4","4","5","4","5","3","4","4","4","6","6","6","4","73",,,,,,"4","4","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"1",,"1",,,"2","4","33","3","29.5","1","2","75,000","1","1","4","HOUSTON","3","1.013018",
"1,808","1,526","1","1","1","11","2","35","10","2","2","8",,,,,"5","11",,,,,"9","1","0","1","1","1","2","3","2","2","4","4","3","3","3","0","0","0","0","0","3",,,,,,,"3","3","3","3","3","3",,,,"4",,,,,,,,,,"1","3",,,,"1","4","3",,,,,"2",,,,,"1","10","62","6","59.5","1","2","75,000","1","1","4","HOUSTON","3","1.013018",
"1,809","1,527","1","1","1","11","2","35","10","1","2","8",,,,,"3","11",,,,,"9","1","1","1","2","2","2","3","4","4","5","5","5","5","5","4","4","5","6","3","4",,,,,,,"5","5","5","5","5","4",,,,"5","1","2",,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","60","3","29.5","2","1","25,000","1","1","4","HOUSTON","3","1.013018",
"1,810","1,528","1","1","1","11","2","35","10","2","1","8",,,,,"1","11",,,,,"1","2","2","1","2","2","2","4","3","3","2","3","3","3","3","2","3","4","6","6","4","9",,,,,,"5","5","6","6","4","4",,,,"5","5",,,,,,,,,"2",,,,,"7","4","1",,,,,"2",,,,,"1","13","62","5","49.5","2","4","175,000","1","1","4","HOUSTON","3","1.013018",
"1,811","1,529","1","1","1","11","2","35","10","2","2","8",,,,,"7","11",,,,,"9","1","1","2","1","1","2","6","6","5","5","6","5","6","6","6","6","5","6","6","5","40",,,,,,"5","6","5","6","5","5",,,,"5","5",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","1","0",,"1","1","4","HOUSTON","3","1.013018",
"1,812","1,530","1","1","1","11","2","35","10","2","1","8",,,,,"1","11",,,,,"0","2","2","1","1","1","2","4","4","6","3","4","4","6","6","4","4","4","6","6","4","9",,,,,,"4","4","4","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"1","4","3",,,,,"2",,,,,"1","10","62","4","39.5","2","4","175,000","1","1","4","HOUSTON","3","1.013018",
"1,813","1,531","1","1","1","11","2","35","10","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","2","6","3","3","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","3","6",,,,"3",,,,,,,,,,"2",,,,,"5","5","0",,,,,"2",,,,,"2","4","3","3","29.5","1","2","75,000","1","1","4","HOUSTON","3","1.013018",
"1,814","1,532","1","1","1","11","2","35","10","2","2","8",,,,,"5","11",,,,,"9","1","0","0","1","1","2","6","6","6","3","2","4","4","4","6","6","4","6","6","4",,,,,,,"4","4","4","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","4","62","4","39.5","1","1","25,000","1","1","4","HOUSTON","3","1.013018",
"1,815","1,533","1","1","1","11","2","35","10","2","2","8",,,,,"8","11",,,,,"9","1","1","1","1","1","2","4","5","4","4","4","4","6","6","6","6","6","6","6","4","22","77",,,,,"5","6","6","6","4","4",,,,"5","1",,,,,,,,,"2",,,,,"8","5","5",,,,,"2",,,,,"2","4","22","3","29.5","2","1","25,000","1","1","4","HOUSTON","3","1.013018",
"1,816","1,534","1","1","1","11","2","35","10","2","2","8",,,,,"2","11",,,,,"9","1","2","1","1","1","2","6","5","5","5","6","6","6","6","5","6","6","6","6","5",,,,,,,"5","6","6","6","4","3",,,,"5",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","1","25,000","1","1","4","HOUSTON","3","1.013018",
"1,817","1,535","1","1","1","11","2","35","10","2","2","8",,,,,"6","11",,,,,"9","1","2","1","1","1","2","3","3","3","3","3","3","3","3","3","3","6","6","6","3",,,,,,,"3","6","6","6","3","3",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","1","0",,"1","1","4","HOUSTON","3","1.013018",
"1,818","1,536","1","1","1","11","2","35","10","2","1","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","6","6","2","5","4","5","4","4","5","5","5","5","5","4",,,,,,,"5","6","0","6","5","0",,,,"3",,,,,,,,,,"2",,,,,"8","5","5",,,,,"2",,,,,"2","5","0","3","29.5","0","0",,"1","1","4","HOUSTON","3","1.013018",
"1,819","1,556","2","3","2","26","2","91","8","2","3","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","1","4","4","6","4","5","5","4","4","3","3","5","6","6","4","51","35","56",,,,"4","4","4","6","6","4",,,,"5","2",,,,,,,,,"2",,,,,"2","4","4",,,,,"2",,,,,"4","3","62","5","49.5","1","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,820","1,557","2","3","2","26","2","91","8","2","1","8",,,,,"9","11",,,,,"9","1","2","1","3","4.5","1","4","3","3","5","5","5","6","6","5","4","3","6","4","4","27",,,,,,"5","6","4","3","5","5",,,,"5","2","1",,,,,,,,"2",,,,,"7","4","5",,,,,"2",,,,,"2","4","62","4","39.5","1","3","125,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,821","1,558","2","3","2","26","2","91","8","2","2","8",,,,,"6","11",,,,,"9","1","1","1","1","1","1","4","3","3","4","4","2","6","4","6","6","6","6","6","4","55","54",,,,,"5","6","6","6","5","4",,,,"5","2",,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","3","29.5","2","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"1,822","1,559","2","3","2","26","2","91","8","2","3","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","1","5","4","5","5","5","5","5","5","4","4","5","6","5","5","29",,,,,,"5","4","4","5","5","5",,,,"5","1","3",,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"1","15","62","7","75","2","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"1,823","1,560","2","3","2","26","2","91","8","2","2","8",,,,,"2","11",,,,,"9","2","2","2","2","2","1","6","6","6","3","6","3","6","6","3","3","3","6","6","3",,,,,,,"5","3","3","6","6","4",,,,"3",,,,,,,,,,"2",,,,,"16","2","3",,"7",,,"2",,,,,"2","4","62","6","59.5","1","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"1,824","1,561","2","3","2","26","2","91","8","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","1","5","5","5","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","5","3","3",,,"5",,,,,,,,,,"1","5","5",,,"5","5","5",,,,,"2",,,,,"1","13","62","4","39.5","1","1","25,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,825","1,562","2","3","2","26","2","91","8","2","3","8",,,,,"5","11",,,,,"9","2","1","1","1","1","2","6","4","3","4","4","4","6","6","6","6","4","6","6","4",,,,,,,"5","6","5","6","5","4",,,,"3",,,,,,,,,,"2",,,,,"1","4","4",,,,,"2",,,,,"1","10","62","3","29.5","1","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,826","1,563","2","3","2","26","2","91","8","2","1","8",,,,,"5","11",,,,,"9","1","1","1","1","1","2","3","2","2","3","4","3","3","3","6","6","5","6","6","4","6",,,,,,"4","6","4","6","1","3",,,,"4","1",,,,,,,,,"2",,,,,"5","3","2",,,,,"2",,,,,"2","4","62","4","39.5","1","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,827","1,564","2","3","2","26","2","91","8","2","1","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","2","5","5","5","4","4","4","3","3","4","4","6","6","6","4","54","21",,,,,"5","6","6","0","5","5",,,,"5","5",,,,,,,,,"1","4",,,,"6","4","5",,,,,"2",,,,,"1","12","62","3","29.5","2","1","25,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,828","1,565","2","3","2","26","2","91","8","2","3","8",,,,,"2","11",,,,,"9","1","0","0","1","1","2","5","3","4","5","4","4","4","4","4","4","4","4","4","4","51",,,,,,"5","6","6","6","5","0",,,,"5",,,,,,,,,,"2",,,,,"12","4","4",,,,,"1",,"3","9",,"0","5","0","0",,"0","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"1,829","1,566","2","3","2","26","2","91","8","2","3","8",,,,,"2","11",,,,,"9","1","1","2","1","1","2","4","4","4","4","4","4","4","4","3","6","6","6","6","4","5",,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"3","4","3",,,,,"2",,,,,"1","15","62","3","29.5","2","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,830","1,567","2","3","2","26","2","91","8","2","1","8",,,,,"5","11",,,,,"9","2","2","1","2","2","2","3","2","3","3","4","3","6","6","6","6","6","6","6","3",,,,,,,"3","3","3","3","3","3",,,,"4",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","62","0",,"0","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"1,831","1,568","2","3","2","26","2","91","8","2","3","8",,,,,"5","11",,,,,"9","2","2","2","5","18.5","2","4","3","3","4","4","4","4","4","5","4","5","5","5","4","40",,,,,,"3","3","3","3","4","5",,,,"4","1","3",,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","2","21","2","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,832","1,569","2","3","2","26","2","91","8","2","2","8",,,,,"6","11",,,,,"9","1","1","2","1","1","2","5","4","5","5","5","5","6","6","5","6","6","6","6","5","40",,,,,,"5","6","6","6","6","5",,,,"5","2",,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,833","1,570","2","3","2","26","2","91","8","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","4","6","6","5","5","5","5","5","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"1","4",,,,"13","4","4",,,,,"2",,,,,"4","3","62","3","29.5","1","1","25,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,834","1,571","2","3","2","26","2","91","8","2","1","8",,,,,"2","11",,,,,"9","1","0","1","3","4.5","2","4","4","4","4","4","5","5","5","5","3","4","4","4","4",,,,,,,"4","6","4","4","4","4",,,,"4","1",,,,,,,,,"2",,,,,"9","4","4",,,,,"2",,,,,"4","15","62","7","75","1","4","175,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,835","1,572","2","3","2","26","2","91","8","2","5","8",,,,,"5","11",,,,,"9","2","1","2","1","1","2","5","3","4","1","4","1","6","2","6","0","0","0","0","3","51",,,,,,"5","4","5","0","4","5",,,,"4",,,,,,,,,,"2",,,,,"1","1","3",,,,,"1",,"9",,,"2","4","62","5","49.5","2","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,836","1,573","2","3","2","26","2","91","8","2","3","8",,,,,"5","11",,,,,"9","1","1","2","2","2","2","4","4","4","3","4","3","6","6","3","6","4","6","6","4","71","6",,,,,"4","6","4","6","4","4",,,,"4","7",,,,,,,,,"2",,,,,"1","3","3",,,,,"2",,,,,"1","10","62","3","29.5","2","1","25,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,837","1,574","2","3","2","26","2","91","8","2","2","3","8",,,,"9","11",,,,,"9","2","0","1","1","1","2","5","4","5","4","5","5","5","5","5","4","4","4","4","5",,,,,,,"5","6","5","4","4","4",,,,"3",,,,,,,"9",,,"1","3",,,,"14","4","3",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,838","1,575","2","3","2","26","2","91","8","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","2","3","6","4","3","5","5","4","4","5","6","5","6","3","4","51",,,,,,"5","6","5","5","6","5",,,,"4",,,,,,,,,,"2",,,,,"17","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","2","75,000","1","1","3","MINNEAPOLIS","3","0.636476",
"1,839","1,576","2","3","2","26","2","91","8","2","3","8",,,,,"2","11",,,,,"9","1","2","2","2","2","2","3","6","6","2","0","2","0","6","4","6","6","6","6","3","51","37",,,,,"4","6","6","6","6","5",,,,"4",,,,,,,,,,"2",,,,,"1","2","3",,,,,"1",,"3",,,"1","10","62","7","75","2","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"1,840","1,577","2","1","1","30","2","3","11","2","3","8",,,,,"2","11",,,,,"9","2","2","2","3","4.5","1","6","6","6","5","5","5","6","6","6","6","6","6","6","5","40",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"0",,,,,"2","4","62","6","59.5","2","1","25,000","1","1","2","BOSTON","2","0.636476",
"1,841","1,578","2","1","1","30","2","3","11","2","1","8",,,,,"8","11",,,,,"9","1","2","1","4","9.5","1","3","3","3","4","4","4","6","6","3","4","2","1","4","3","71","50","35",,,,"5","6","4","4","5","3",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,"6","14",,"2",,,,,"1","13","62","4","39.5","2","4","175,000","1","1","2","BOSTON","2","0.636476",
"1,842","1,579","2","1","1","30","2","3","11","2","2","8",,,,,"7","11",,,,,"9","2","2","2","1","1","1","4","1","3","2","4","1","6","6","6","6","4","6","4","3","55","45","71",,,,"3","6","3","3","6","3",,,,"4",,,,,,,,,,"1","3",,,,"18","2","3",,,,,"1",,"3",,,"2","4","62","6","59.5","2","0",,"1","1","2","BOSTON","2","0.636476",
"1,843","1,500","2","1","1","30","2","3","11","2","2","3","8",,,,"6","11",,,,,"9","2","2","2","1","1","1","6","6","6","3","3","3","6","6","6","6","6","6","6","3","1",,,,,,"4","6","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"1","1","62","4","39.5","1","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,844","1,501","2","1","1","30","2","3","11","2","2","8",,,,,"2","11",,,,,"9","1","1","1","1","1","1","5","5","6","5","5","5","6","6","5","1","5","6","0","0","30","93",,,,,"5","6","5","6","5","5",,,,"5",,,,,,,,,,"1","5","5","6",,"7","5","5",,,,,"1",,"20",,,"1","13","62","5","49.5","2","1","25,000","1","1","2","BOSTON","2","0.636476",
"1,845","1,582","2","1","1","30","2","3","11","2","6","8",,,,,"9","11",,,,,"9","1","1","0","1","1","2","4","6","1","4","4","4","4","4","4","4","2","6","3","4","1",,,,,,"4","4","4","4","6","4",,,,"4",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,846","1,583","2","1","1","30","2","3","11","2","3","8",,,,,"2","11",,,,,"9","1","1","1","4","9.5","2","4","4","4","3","3","3","3","3","3","3","6","6","6","4",,,,,,,"5","0","0","0","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","3",,"5",,,"1",,"16","5",,"1","1","62","6","59.5","2","0",,"1","1","2","BOSTON","2","0.636476",
"1,847","1,584","2","1","1","30","2","3","11","2","3","8",,,,,"6","11",,,,,"9","1","2","2","1","1","2","4","6","6","4","4","3","6","6","4","6","6","6","6","3",,,,,,,"4","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"3","4","4",,,,,"2",,,,,"1","14","62","7","75","2","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,848","1,585","2","1","1","30","2","3","11","2","3","8",,,,,"2","11",,,,,"9","0","1","1","4","9.5","2","4","5","5","4","5","5","5","5","4","6","6","6","3","4",,,,,,,"5","6","6","4","4","4",,,,"5","2",,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","4","175,000","1","1","2","BOSTON","2","0.636476",
"1,849","1,586","2","1","1","30","2","3","11","2","1","8",,,,,"5","11",,,,,"9","1","1","1","3","4.5","2","4","3","3","4","4","4","6","6","5","3","4","3","6","4",,,,,,,"5","6","5","6","4","3",,,,"4",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","4","39.5","2","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,850","1,587","2","1","1","30","2","3","11","2","6","8",,,,,"2","11",,,,,"9","1","2","2","4","9.5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","0","0","0",,,,"0",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"1","1","62","3","29.5","1","3","125,000","1","1","2","BOSTON","2","0.636476",
"1,851","1,588","2","1","1","30","2","3","11","2","1","8",,,,,"6","11",,,,,"9","1","1","2","3","4.5","2","4","4","4","4","4","2","2","2","4","4","4","4","4","4","93",,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"3","5","5",,,,,"2",,,,,"1","5","0","0",,"0","0",,"1","1","2","BOSTON","2","0.636476",
"1,852","1,589","2","1","1","30","2","3","11","2","2","8",,,,,"9","11",,,,,"9","1","1","1","2","2","2","6","4","4","4","4","4","6","4","4","4","4","6","3","4",,,,,,,"4","6","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","6","59.5","1","3","125,000","1","1","2","BOSTON","2","0.636476",
"1,853","1,590","2","1","1","30","2","3","11","2","2","3","8",,,,"2","4","5","11",,,"9","1","1","1","2","2","2","6","3","4","4","4","5","6","6","5","6","6","6","6","4",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"1","4","4",,,"5","5","5",,,,,"2",,,,,"1","1","62","2","21","2","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,854","1,591","2","1","1","30","2","3","11","2","1","8",,,,,"1","11",,,,,"2","2","1","1","4","9.5","2","4","5","5","4","4","4","4","4","4","4","4","4","6","4","21",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"1","4","3",,,"7","4","4",,,,,"2",,,,,"1","13","62","3","29.5","1","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,855","1,592","2","1","1","30","2","3","11","2","1","8",,,,,"4","11",,,,,"9","2","2","1","3","4.5","2","6","3","4","4","4","4","6","6","4","6","5","6","6","4",,,,,,,"5","6","4","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","3","29.5","1","4","175,000","1","1","2","BOSTON","2","0.636476",
"1,856","1,593","2","1","1","30","2","3","11","2","1","2","8",,,,"5","11",,,,,"9","0","1","1","2","2","2","4","3","3","4","4","4","4","4","3","3","3","3","3","4","51",,,,,,"5","6","4","3","4","4",,,,"4",,,,,,,,,,"1","3",,,,"5","3","4",,,,,"2",,,,,"2","4","62","4","39.5","2","3","125,000","1","1","2","BOSTON","2","0.636476",
"1,857","1,594","2","1","1","30","2","3","11","2","1","8",,,,,"12","11",,,,,"9","2","1","2","4","9.5","2","5","4","4","3","4","4","6","6","4","4","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4","4",,,,,,,,,"2",,,,,"7","4","4",,,,,"2",,,,,"1","13","62","7","75","0","4","175,000","1","1","2","BOSTON","2","0.636476",
"1,858","1,595","2","1","1","30","2","3","11","2","2","3","8",,,,"4","11",,,,,"9","1","1","1","1","1","2","2","3","3","1","4","3","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","3","3",,,,"5",,,,,,,,,,"2",,,,,"24","2","4",,,,,"1",,"9",,,"2","4","62","6","59.5","1","3","125,000","1","1","2","BOSTON","2","0.636476",
"1,859","1,596","2","1","1","30","2","3","11","2","2","8",,,,,"9","11",,,,,"9","2","1","1","2","2","2","4","3","3","4","4","4","6","6","5","6","5","6","4","4",,,,,,,"4","6","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","4","62","5","49.5","2","3","125,000","1","1","2","BOSTON","2","0.636476",
"1,860","1,597","2","1","1","30","2","3","11","2","3","8",,,,,"1","11",,,,,"4","2","2","1","3","4.5","2","4","3","6","4","4","4","0","0","4","3","0","0","6","4",,,,,,,"4","0","0","0","4","5",,,,"5",,,,,,,,,,"1","4",,,,"17","4","5",,,,,"2",,,,,"4","3","62","7","75","1","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,861","1,598","2","1","1","30","2","3","11","2","3","8",,,,,"6","11",,,,,"9","2","1","1","3","4.5","2","4","4","3","3","4","4","4","4","2","3","4","3","2","4","93",,,,,,"3","3","4","3","4","3",,,,"5",,,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"1","1","62","5","49.5","1","2","75,000","1","1","2","BOSTON","2","0.636476",
"1,862","1,599","2","1","1","30","2","3","11","2","4","8",,,,,"9","11",,,,,"9","1","1","1","3","4.5","2","3","4","3","4","4","2","6","6","3","4","4","6","4","4",,,,,,,"4","6","4","3","4","3",,,,"4",,,,,,,,,,"1","4",,,,"7","3","4",,,,,"2",,,,,"2","4","62","5","49.5","1","4","175,000","1","1","2","BOSTON","2","0.636476",
"1,863","1,600","2","1","1","30","2","3","11","2","2","8",,,,,"9","11",,,,,"9","0","1","1","3","4.5","2","5","5","5","5","5","5","5","0","4","0","5","0","4","5",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","1","3","125,000","1","1","2","BOSTON","2","0.636476",
"1,864","1,645","1","1","1","11","2","34","11","2","3","8",,,,,"8","11",,,,,"9","2","1","1","3","4.5","1","4","2","3","5","5","5","6","6","2","3","6","5","6","4","51","95",,,,,"5","5","6","6","3","4",,,,"5",,,,,,,,,,"2",,,,,"3","5","4",,,,,"2",,,,,"1","14","62","6","59.5","1","3","125,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,865","1,646","1","1","1","11","2","34","11","2","3","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","1","6","4","6","5","4","4","6","6","4","4","6","6","6","3","40",,,,,,"5","4","6","6","4","5",,,,"5",,,,,,,,,,"2",,,,,"5","3","4",,,,,"2",,,,,"2","4","62","4","39.5","2","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,866","1,647","1","1","1","11","2","34","11","2","2","8",,,,,"9","11",,,,,"9","1","2","2","2","2","2","2","6","4","4","4","4","6","6","4","4","5","6","5","4","31",,,,,,"3","6","5","4","6","3",,,,"4",,,,,,,,,,"2",,,,,"5","4","0",,,,,"2",,,,,"2","4","62","6","59.5","2","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,867","1,648","1","1","1","11","2","34","11","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","2","3","4","4","3","3","4","6","6","3","6","5","6","3","4","37",,,,,,"4","4","4","4","4","4",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","4","39.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"1,868","1,649","1","1","1","11","2","34","11","2","2","8",,,,,"9","11",,,,,"9","1","0","0","3","4.5","2","4","4","4","4","3","3","6","6","4","6","4","6","4","4",,,,,,,"3","6","4","1","3","2","9",,,"2",,,,"18",,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"1,869","1,650","3","2","1","8","2","65","5","2","3","8",,,,,"4","11",,,,,"9","2","2","2","3","4.5","1","3","6","3","5","5","3","6","6","5","6","6","6","6","4","2","55",,,,,"3","6","6","6","6","3",,,,"5",,,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"1","1","62","4","39.5","2","3","125,000","1","1","2","MIAMI","2","1.592296",
"1,870","1,651","3","2","1","8","2","65","5","2","2","8",,,,,"5","11",,,,,"9","1","2","2","2","2","1","4","6","6","5","5","5","6","6","6","6","4","6","6","4","51","71",,,,,"3","6","5","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"1","5","5",,"2",,,"2",,,,,"1","10","62","7","75","2","3","125,000","1","1","2","MIAMI","2","1.592296",
"1,871","1,652","3","2","1","8","2","65","5","2","2","8",,,,,"4","11",,,,,"9","1","2","2","4","9.5","1","5","3","6","4","3","3","5","6","4","4","5","6","6","4","55","77","11",,,,"1","3","4","6","4","3",,,,"5",,,,,,,,,,"1","5","5",,,"5","5","5",,"2",,,"2",,,,,"1","1","62","5","49.5","2","4","175,000","1","1","2","MIAMI","2","1.592296",
"1,872","1,653","3","2","1","8","2","65","5","2","2","8",,,,,"1","11",,,,,"4","1","1","1","2","2","1","3","3","3","4","5","5","6","6","5","6","5","6","2","4","34","31",,,,,"3","6","5","5","4","4",,,,"5",,,,,,,,,,"2",,,,,"19","5","4",,"6",,,"2",,,,,"2","3","62","4","39.5","1","2","75,000","1","1","2","MIAMI","2","1.592296",
"1,873","1,654","3","2","1","8","2","65","5","2","2","8",,,,,"8","11",,,,,"9","1","1","2","1","1","2","3","3","3","4","3","3","3","3","6","6","6","6","6","3",,,,,,,"3","6","6","6","3","4",,,,"4","1",,,,,,,,,"2",,,,,"5","5","0",,,,,"2",,,,,"2","4","62","5","49.5","1","0",,"1","1","2","MIAMI","2","1.592296",
"1,874","1,655","3","2","1","8","2","65","5","1","1","8",,,,,"3","11",,,,,"9","1","0","0","1","1","2","3","3","3","3","3","3","4","4","0","0","0","0","0","3",,,,,,,"3","0","0","0","4","4",,,,"4",,,,,,,,,,"0",,,,,"11","0","3",,,,,"0",,,,,"3","4","44","3","29.5","1","0",,"1","1","2","MIAMI","2","1.592296",
"1,875","1,656","3","2","1","8","2","65","5","2","5","8",,,,,"4","11",,,,,"9","2","2","2","1","1","2","4","6","6","4","3","3","6","6","6","6","5","3","6","4","25",,,,,,"1","6","4","6","6","3",,,,"4","5",,,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"2","4","62","5","49.5","2","4","175,000","1","1","2","MIAMI","2","1.592296",
"1,876","1,657","3","2","1","8","2","65","5","2","2","8",,,,,"2","11",,,,,"9","1","0","0","2","2","2","3","6","6","3","4","3","2","2","3","2","6","6","6","3",,,,,,,"3","2","6","6","6","3",,,,"3",,,,,,,,,,"1","3","5",,,"5","4","1",,,,,"2",,,,,"1","1","62","5","49.5","2","0",,"1","1","2","MIAMI","2","1.592296",
